"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-04","10.96",",,W","0.00",",,W,2400","0.0",",,W",,,"72","H,,S","82",",,W","63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-05","8.72",",,W","0.09",",,W,2400","0.0",",,W",,,"67","H,,S","70",",,W","57",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-06","8.72",",,W","0.00",",,W,2400","0.0",",,W",,,"61","H,,S","71",",,W","52",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-07","10.74",",,W","0.00","T,,W,2400","0.0",",,W",,,"66","H,,S","81",",,W","54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-08","13.20",",,W","0.00","T,,W,2400","0.0",",,W",,,"70","H,,S","78",",,W","56",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-09","9.40",",,W","0.00",",,W,2400","0.0",",,W",,,"61","H,,S","71",",,W","52",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-10","11.41",",,W","0.03",",,W,2400","0.0",",,W",,,"67","H,,S","77",",,W","59",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-11","9.84",",,W","0.00",",,W,2400","0.0",",,W",,,"80","H,,S","97",",,W","68",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-12","11.41",",,W","0.57",",,W,2400","0.0",",,W",,,"78","H,,S","88",",,W","67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-13","6.71",",,W","0.39",",,W,2400","0.0",",,W",,,"70","H,,S","76",",,W","61",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-14","9.84",",,W","0.00","T,,W,2400","0.0",",,W",,,"63","H,,S","68",",,W","57",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-15","8.50",",,W","0.00",",,W,2400","0.0",",,W",,,"63","H,,S","73",",,W","54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-16","10.51",",,W","0.00","T,,W,2400","0.0",",,W",,,"63","H,,S","70",",,W","50",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-17","8.05",",,W","0.00",",,W,2400","0.0",",,W",,,"53","H,,S","60",",,W","44",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-18","7.83",",,W","0.00",",,W,2400","0.0",",,W",,,"62","H,,S","75",",,W","51",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-19","5.37",",,W","0.00",",,W,2400","0.0",",,W",,,"63","H,,S","71",",,W","54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-20","5.37",",,W","0.00",",,W,2400","0.0",",,W",,,"63","H,,S","71",",,W","55",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-21","12.53",",,W","0.00","T,,W,2400","0.0",",,W",,,"65","H,,S","77",",,W","57",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-22","13.20",",,W","0.37",",,W,2400","0.0",",,W",,,"68","H,,S","73",",,W","55",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-23","12.97",",,W","0.00",",,W,2400","0.0",",,W",,,"57","H,,S","65",",,W","50",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-24","9.84",",,W","0.00",",,W,2400","0.0",",,W",,,"55","H,,S","68",",,W","47",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-25","7.61",",,W","0.00",",,W,2400","0.0",",,W",,,"57","H,,S","63",",,W","52",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-26","7.38",",,W","0.00",",,W,2400","0.0",",,W",,,"59","H,,S","63",",,W","55",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-27","8.05",",,W","0.00",",,W,2400","0.0",",,W",,,"60","H,,S","66",",,W","57",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-28","5.82",",,W","0.00",",,W,2400","0.0",",,W",,,"60","H,,S","69",",,W","55",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-29","3.80",",,W","0.00","T,,W,2400","0.0",",,W",,,"57","H,,S","62",",,W","51",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-09-30","4.03",",,W","0.00",",,W,2400","0.0",",,W",,,"57","H,,S","65",",,W","51",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-01","6.71",",,W","0.00",",,W,2400","0.0",",,W",,,"62","H,,S","75",",,W","52",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-02","11.41",",,W","0.00",",,W,2400","0.0",",,W",,,"70","H,,S","82",",,W","62",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-03","7.38",",,W","0.00",",,W,2400","0.0",",,W",,,"70","H,,S","79",",,W","61",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-04","2.91",",,W","0.03",",,W,2400","0.0",",,W",,,"64","H,,S","67",",,W","59",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-05","4.47",",,W","0.00","T,,W,2400","0.0",",,W",,,"62","H,,S","68",",,W","59",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-06","10.74",",,W","0.31",",,W,2400","0.0",",,W",,,"59","H,,S","62",",,W","56",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-07","12.30",",,W","0.11",",,W,2400","0.0",",,W",,,"66","H,,S","78",",,W","60",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-08","10.51",",,W","0.00",",,W,2400","0.0",",,W",,,"63","H,,S","68",",,W","52",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-09","9.40",",,W","0.00",",,W,2400","0.0",",,W",,,"55","H,,S","61",",,W","49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-10","7.61",",,W","0.00",",,W,2400","0.0",",,W",,,"54","H,,S","61",",,W","48",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-11","7.16",",,W","0.00",",,W,2400","0.0",",,W",,,"58","H,,S","66",",,W","52",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-12","12.30",",,W","0.00","T,,W,2400","0.0",",,W",,,"57","H,,S","61",",,W","53",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-13","8.50",",,W","0.00",",,W,2400","0.0",",,W",,,"55","H,,S","61",",,W","49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-14","5.82",",,W","0.00",",,W,2400","0.0",",,W",,,"52","H,,S","61",",,W","44",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-15","6.26",",,W","0.00",",,W,2400","0.0",",,W",,,"57","H,,S","64",",,W","52",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-16","5.14",",,W","0.00",",,W,2400","0.0",",,W",,,"57","H,,S","62",",,W","51",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-17","8.50",",,W","0.03",",,W,2400","0.0",",,W",,,"62","H,,S","73",",,W","54",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-18","12.30",",,W","0.02",",,W,2400","0.0",",,W",,,"64","H,,S","70",",,W","56",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-19","8.50",",,W","0.00",",,W,2400","0.0",",,W",,,"58","H,,S","67",",,W","50",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-20","11.63",",,W","0.00","T,,W,2400","0.0",",,W",,,"58","H,,S","64",",,W","49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-21","8.05",",,W","0.00",",,W,2400","0.0",",,W",,,"56","H,,S","68",",,W","45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-22","10.51",",,W","0.00","T,,W,2400","0.0",",,W",,,"58","H,,S","71",",,W","48",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-23","5.82",",,W","0.00",",,W,2400","0.0",",,W",,,"51","H,,S","53",",,W","46",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-24","13.65",",,W","0.00",",,W,2400","0.0",",,W",,,"49","H,,S","56",",,W","43",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-25","10.51",",,W","0.00",",,W,2400","0.0",",,W",,,"46","H,,S","52",",,W","39",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-26","13.20",",,W","0.00",",,W,2400","0.0",",,W",,,"46","H,,S","57",",,W","37",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-27","12.53",",,W","0.03",",,W,2400","0.0",",,W",,,"50","H,,S","57",",,W","44",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-28","12.30",",,W","0.00",",,W,2400","0.0",",,W",,,"49","H,,S","60",",,W","39",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-29","6.93",",,W","0.00",",,W,2400","0.0",",,W",,,"42","H,,S","49",",,W","35",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-30","3.80",",,W","0.05",",,W,2400","0.0",",,W",,,"44","H,,S","53",",,W","39",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-10-31","8.28",",,W","0.03",",,W,2400","0.0",",,W",,,"49","H,,S","63",",,W","40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-01","21.03",",,W","0.03",",,W,2400","0.0",",,W",,,"65","H,,S","72",",,W","60",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-02","4.70",",,W","0.00","T,,W,2400","0.0",",,W",,,"58","H,,S","66",",,W","50",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-03","10.74",",,W","0.03",",,W,2400","0.0",",,W",,,"47","H,,S","53",",,W","34",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-04","8.72",",,W","0.00",",,W,2400","0.0",",,W",,,"36","H,,S","42",",,W","31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-05","7.38",",,W","0.00",",,W,2400","0.0",",,W",,,"39","H,,S","48",",,W","32",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-06","10.74",",,W","0.00",",,W,2400","0.0",",,W",,,"49","H,,S","61",",,W","42",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-07","13.87",",,W","0.22",",,W,2400","0.0",",,W",,,"57","H,,S","68",",,W","43",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-08","13.42",",,W","0.00",",,W,2400","0.0",",,W",,,"44","H,,S","50",",,W","38",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-09","11.63",",,W","0.00",",,W,2400","0.0",",,W",,,"40","H,,S","47",",,W","35",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-10","11.41",",,W","0.03",",,W,2400","0.0",",,W",,,"47","H,,S","58",",,W","42",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-11","12.75",",,W","0.00",",,W,2400","0.0",",,W",,,"46","H,,S","53",",,W","41",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-12","13.65",",,W","0.08",",,W,2400","0.0","T,,W",,,"41","H,,S","50",",,W","29",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-13","12.75",",,W","0.00",",,W,2400","0.0",",,W",,,"31","H,,S","38",",,W","26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-14","11.86",",,W","0.00",",,W,2400","0.0",",,W",,,"38","H,,S","52",",,W","30",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-15","8.72",",,W","0.00",",,W,2400","0.0",",,W",,,"47","H,,S","62",",,W","38",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-16","5.37",",,W","0.00",",,W,2400","0.0",",,W",,,"48","H,,S","59",",,W","40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-17","3.36",",,W","0.04",",,W,2400","0.0",",,W",,,"46","H,,S","55",",,W","38",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-18","13.42",",,W","0.15",",,W,2400","0.0",",,W",,,"59","H,,S","67",",,W","50",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-19","16.78",",,W","0.00",",,W,2400","0.0",",,W",,,"46","H,,S","50",",,W","32",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-20","9.62",",,W","0.00",",,W,2400","0.0",",,W",,,"35","H,,S","43",",,W","29",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-21","6.93",",,W","0.00",",,W,2400","0.0",",,W",,,"38","H,,S","48",",,W","29",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-22","4.92",",,W","0.25",",,W,2400","0.0",",,W",,,"44","H,,S","48",",,W","42",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-23","16.11",",,W","0.00","T,,W,2400","0.0","T,,W",,,"44","H,,S","50",",,W","31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-24","22.37",",,W","0.00",",,W,2400","0.0",",,W",,,"28","H,,S","31",",,W","21",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-25","12.53",",,W","0.00",",,W,2400","0.0",",,W",,,"25","H,,S","34",",,W","18",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-26","9.17",",,W","0.10",",,W,2400","0.0","T,,W",,,"36","H,,S","44",",,W","32",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-27","16.78",",,W","1.79",",,W,2400","0.0",",,W",,,"51","H,,S","62",",,W","39",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-28","17.67",",,W","0.00",",,W,2400","0.0",",,W",,,"36","H,,S","39",",,W","27",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-29","9.84",",,W","0.00",",,W,2400","0.0",",,W",,,"29","H,,S","35",",,W","23",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-11-30","7.38",",,W","0.00",",,W,2400","0.0",",,W",,,"26","H,,S","35",",,W","20",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-01","6.04",",,W","0.27",",,W,2400","0.0",",,W",,,"38","H,,S","47",",,W","34",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-02","5.14",",,W","0.00",",,W,2400","0.0",",,W",,,"39","H,,S","41",",,W","37",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-03","7.83",",,W","0.00",",,W,2400","0.0",",,W",,,"40","H,,S","49",",,W","36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-04","7.16",",,W","0.00","T,,W,2400","0.0",",,W",,,"40","H,,S","45",",,W","35",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-05","4.03",",,W","0.01",",,W,2400","0.0",",,W",,,"43","H,,S","57",",,W","36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-06","10.74",",,W","0.30",",,W,2400","0.0","T,,W",,,"52","H,,S","57",",,W","35",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-07","10.51",",,W","0.09",",,W,2400","0.1",",,W",,,"38","H,,S","42",",,W","31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-08","6.49",",,W","0.00",",,W,2400","0.0",",,W",,,"30","H,,S","32",",,W","27",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-09","11.86",",,W","0.43",",,W,2400","0.4",",,W",,,"34","H,,S","43",",,W","26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-10","10.51",",,W","0.07",",,W,2400","0.3",",,W",,,"35","H,,S","38",",,W","27",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-11","13.87",",,W","0.00",",,W,2400","0.0",",,W",,,"28","H,,S","32",",,W","24",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-12","11.63",",,W","0.00",",,W,2400","0.0",",,W",,,"25","H,,S","27",",,W","18",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-13","13.65",",,W","0.00",",,W,2400","0.0",",,W",,,"23","H,,S","30",",,W","16",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-14","13.42",",,W","0.22",",,W,2400","3.2",",,W",,,"17","H,,S","31",",,W","11",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-15","18.79",",,W","0.64",",,W,2400","1.0",",,W",,,"30","H,,S","38",",,W","23",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-16","13.87",",,W","0.00","T,,W,2400","0.0","T,,W",,,"28","H,,S","30",",,W","20",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-17","9.62",",,W","0.53",",,W,2400","6.4",",,W",,,"18","H,,S","28",",,W","9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-18","12.97",",,W","0.00",",,W,2400","0.0","T,,W",,,"25","H,,S","36",",,W","19",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-19","11.63",",,W","0.00",",,W,2400","0.0",",,W",,,"33","H,,S","43",",,W","27",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-20","8.05",",,W","0.00",",,W,2400","0.0",",,W",,,"40","H,,S","51",",,W","32",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-21","11.41",",,W","0.00",",,W,2400","0.0",",,W",,,"46","H,,S","54",",,W","41",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-22","7.61",",,W","0.01",",,W,2400","0.0",",,W",,,"46","H,,S","54",",,W","35",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014739","BOSTON, MA US","42.3606","-71.0097","3.7","2013-12-23","5.82",",,W","0.68",",,W,2400","0.0",",,W",,,"35","H,,S","40",",,W","33",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
