"Year Month","State","Countym","Industry","Suspicious Activity","Product","Instrument","Count"
"2018 ","California","Shasta County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","3"
"2018 ","California","Shasta County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","4"
"2018 ","California","Shasta County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","8"
"2018 ","California","Shasta County, CA","Money Services Business (MSB)","Credit/Debit Card","Credit Card","U.S. Currency","1"
"2018 ","California","Shasta County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","5"
"2018 ","California","Shasta County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","1"
"2018 ","California","Shasta County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","7"
"2018 ","California","Shasta County, CA","[Total]","[Total]","Credit Card","U.S. Currency","15"
"2018 ","California","Siskiyou County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","1"
"2018 ","California","Siskiyou County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","1"
"2018 ","California","Siskiyou County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2018 ","California","Siskiyou County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","1"
"2018 ","California","Siskiyou County, CA","[Total]","[Total]","Credit Card","U.S. Currency","2"
"2018 ","California","Solano County, CA","Depository Institution","ACH","Credit Card","U.S. Currency","2"
"2018 ","California","Solano County, CA","Depository Institution","Check","Credit Card","U.S. Currency","6"
"2018 ","California","Solano County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","10"
"2018 ","California","Solano County, CA","Depository Institution","Mass-Marketing","Credit Card","U.S. Currency","1"
"2018 ","California","Solano County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","4"
"2018 ","California","Solano County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","23"
"2018 ","California","Solano County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","9"
"2018 ","California","Solano County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","4"
"2018 ","California","Solano County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","13"
"2018 ","California","Solano County, CA","[Total]","[Total]","Credit Card","U.S. Currency","36"
"2018 ","California","Sonoma County, CA","Casino/Card Club - Tribal Authorized Casino","Credit/Debit Card","Credit Card","U.S. Currency","1"
"2018 ","California","Sonoma County, CA","Casino/Card Club - Tribal Authorized Casino","[Total]","Credit Card","U.S. Currency","1"
"2018 ","California","Sonoma County, CA","Depository Institution","ACH","Credit Card","U.S. Currency","3"
"2018 ","California","Sonoma County, CA","Depository Institution","Check","Credit Card","U.S. Currency","1"
"2018 ","California","Sonoma County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","6"
"2018 ","California","Sonoma County, CA","Depository Institution","Mass-Marketing","Credit Card","U.S. Currency","2"
"2018 ","California","Sonoma County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","5"
"2018 ","California","Sonoma County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","17"
"2018 ","California","Sonoma County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","9"
"2018 ","California","Sonoma County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","7"
"2018 ","California","Sonoma County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","16"
"2018 ","California","Sonoma County, CA","[Total]","[Total]","Credit Card","U.S. Currency","34"
"2018 ","California","Stanislaus County, CA","Depository Institution","Check","Credit Card","U.S. Currency","1"
"2018 ","California","Stanislaus County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","4"
"2018 ","California","Stanislaus County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2018 ","California","Stanislaus County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","6"
"2018 ","California","Stanislaus County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","7"
"2018 ","California","Stanislaus County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","3"
"2018 ","California","Stanislaus County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","10"
"2018 ","California","Stanislaus County, CA","[Total]","[Total]","Credit Card","U.S. Currency","16"
"2018 ","California","Sutter County, CA","Depository Institution","Check","Credit Card","U.S. Currency","1"
"2018 ","California","Sutter County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","3"
"2018 ","California","Sutter County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","2"
"2018 ","California","Sutter County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","6"
"2018 ","California","Sutter County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","3"
"2018 ","California","Sutter County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","1"
"2018 ","California","Sutter County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","4"
"2018 ","California","Sutter County, CA","[Total]","[Total]","Credit Card","U.S. Currency","10"
"2018 ","California","Tehama County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2018 ","California","Tehama County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","1"
"2018 ","California","Tehama County, CA","[Total]","[Total]","Credit Card","U.S. Currency","1"
"2018 ","California","Trinity County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","3"
"2018 ","California","Trinity County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","3"
"2018 ","California","Trinity County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","6"
"2018 ","California","Trinity County, CA","[Total]","[Total]","Credit Card","U.S. Currency","6"
"2018 ","California","Tulare County, CA","Depository Institution","Check","Credit Card","U.S. Currency","1"
"2018 ","California","Tulare County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","3"
"2018 ","California","Tulare County, CA","Depository Institution","Mass-Marketing","Credit Card","U.S. Currency","2"
"2018 ","California","Tulare County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2018 ","California","Tulare County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","7"
"2018 ","California","Tulare County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","4"
"2018 ","California","Tulare County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","4"
"2018 ","California","Tulare County, CA","[Total]","[Total]","Credit Card","U.S. Currency","11"
"2018 ","California","Ventura County, CA","Depository Institution","ACH","Credit Card","U.S. Currency","1"
"2018 ","California","Ventura County, CA","Depository Institution","Check","Credit Card","U.S. Currency","3"
"2018 ","California","Ventura County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","6"
"2018 ","California","Ventura County, CA","Depository Institution","Healthcare/Public or Private Health Insurance","Credit Card","U.S. Currency","1"
"2018 ","California","Ventura County, CA","Depository Institution","Mass-Marketing","Credit Card","U.S. Currency","1"
"2018 ","California","Ventura County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","4"
"2018 ","California","Ventura County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","16"
"2018 ","California","Ventura County, CA","Money Services Business (MSB)","Credit/Debit Card","Credit Card","U.S. Currency","1"
"2018 ","California","Ventura County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","8"
"2018 ","California","Ventura County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","4"
"2018 ","California","Ventura County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","13"
"2018 ","California","Ventura County, CA","[Total]","[Total]","Credit Card","U.S. Currency","29"
"2018 ","California","Yolo County, CA","Depository Institution","ACH","Credit Card","U.S. Currency","1"
"2018 ","California","Yolo County, CA","Depository Institution","Check","Credit Card","U.S. Currency","2"
"2018 ","California","Yolo County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","4"
"2018 ","California","Yolo County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2018 ","California","Yolo County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","8"
"2018 ","California","Yolo County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","2"
"2018 ","California","Yolo County, CA","Money Services Business (MSB)","Wire","Credit Card","U.S. Currency","1"
"2018 ","California","Yolo County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","3"
"2018 ","California","Yolo County, CA","[Total]","[Total]","Credit Card","U.S. Currency","11"
"2018 ","California","Yuba County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","3"
"2018 ","California","Yuba County, CA","Depository Institution","Mass-Marketing","Credit Card","U.S. Currency","1"
"2018 ","California","Yuba County, CA","Depository Institution","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2018 ","California","Yuba County, CA","Depository Institution","Wire","Credit Card","U.S. Currency","1"
"2018 ","California","Yuba County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","6"
"2018 ","California","Yuba County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2018 ","California","Yuba County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","1"
"2018 ","California","Yuba County, CA","[Total]","[Total]","Credit Card","U.S. Currency","7"
"2018 ","California","[Total]","[Total]","[Total]","Credit Card","U.S. Currency","3,726"
"All Years [Total]","California","[Total]","[Total]","[Total]","Credit Card","U.S. Currency","3,726"
